C	08	083	0831	冷凍冷藏蔬果製造業	從事冷凍冷藏蔬果製造之行業。
C	08	083	0832	蔬果製品製造業	從事蔬果乾製、油漬、酸漬、糖漬、鹽漬及烘製等處理之行業，如馬鈴薯之處理及保藏、果醬、果凍、果膠、堅果醬、新鮮水果與蔬菜濃縮物、去皮蔬果、豆腐等製造。
C	08	084	0840	食用油脂製造業	從事粗製及精煉動植物食用油脂之行業，如橄欖油、大豆油、人造奶油、烹飪用油、動物油脂等製造。
C	08	085	0850	乳品製造業	從事乳品製造之行業，如鮮乳、調味乳、乳油、優格、乳酪、冰淇淋等製造。
C	08	086	0861	碾穀業	從事穀類脫殼、精碾之行業。
C	08	086	0862	磨粉製品製造業	從事以稻、麥、豆、薯等製造麵粉、粗粒粉、籤、片及速食穀類食品之行業，如麵粉、糯米粉、黃豆粉等製造。麵糰製造亦歸入本類。
C	08	086	0863	澱粉及其製品製造業	從事澱粉及其製品製造之行業，如澱粉、葡萄糖、葡萄糖糖漿、麥芽糖、麵筋等製造。玉米碾磨及以澱粉調製樹薯粉及樹薯粉替代品等製造亦歸入本類。
C	08	087	0870	動物飼料配製業	從事動物飼料或飼料添加物製造、調配等行業。
C	08	089	0891	烘焙炊蒸食品製造業	從事烘焙炊蒸食品製造之行業，如麵包、蛋糕、餅乾、年糕、蘿蔔糕、米果等製造。
C	08	089	0892	麵條、粉條類食品製造業	從事以穀類細粉揉成粉坯，經人工或機器擠軋、拉漏等操作，製成生、熟麵條、粉條食品之行業，如麵條、米粉、冬粉、速食麵等製造。
C	08	089	0893	製糖業	從事以甘蔗、甜菜及原料糖等製造或精煉砂糖之行業。糖漿及糖蜜製造亦歸入本類。
C	08	089	0894	糖果製造業	從事以各種原料製造糖果之行業，如軟糖、口香糖、巧克力糖、牛奶糖等製造。
C	08	089	0895	製茶業	從事茶葉分級、殺菁、發酵、揉捻、烘焙、加料、壓製之行業。
C	08	089	0896	調味品製造業	從事調味品製造之行業，如味精、食用鹽、醬油、蕃茄醬、辣椒醬、食用醋、芥末粉及其他調味品等製造。
C	08	089	0897	調理食品製造業	從事現成膳食及菜餚製造，並經冷凍、罐裝或真空包裝等處理以利保存之行業，如冷凍調理肉類、魚類及蔬菜菜餚、罐裝燉肉、冷凍披薩、冷凍粽子、冷凍盒餐等製造。
C	08	089	0899	未分類其他食品製造業	從事0891至0897細類以外之其他食品製造之行業，如咖啡、特殊營養食品、人造蜂蜜、焦糖、酵母、肉類之萃取物及汁液、蛋製品、冰棒及易腐壞調理食品（如三明治）等製造。
C	09	091	0911	啤酒製造業	從事啤酒製造之行業。
C	09	091	0919	其他酒精飲料製造業	從事啤酒以外，含酒精成分超過0.5％飲料釀造、蒸餾、調配、再蒸餾、再加料、調和等行業，如釀造酒、再製酒、蒸餾酒、料理酒等製造。
C	09	092	0920	非酒精飲料製造業	從事含酒精成分不超過0.5％飲料製造之行業，如茶類飲料、碳酸飲料、咖啡飲料、醋飲料、運動飲料、包裝飲用水及蔬果汁飲料等製造。
C	10	100	1000	菸草製造業	從事以菸草或菸草代用品作為原料，製造可供吸用、嚼用、含用或聞用等菸草製品之行業，包括菸草之揀選、分級、燻蒸、除骨、複燻、加料、後熟、壓片、切絲、乾冷、加香、捲製等製造。
C	11	111	1111	棉、毛紡紗業	從事棉、毛纖維處理及紗線紡製之行業。
C	11	111	1112	人造纖維紡紗業	從事人造纖維紡紗之行業，如嫘縈棉紗（線）、聚酯棉紗（線）紡製等製造。
C	11	111	1113	人造纖維加工絲業	從事人造纖維假撚加工或締捲加工之行業，如聚酯加工絲、聚胺加工絲等製造。
C	11	111	1119	其他紡紗業	從事1111至1113細類以外纖維處理、紗線紡製之行業，如麻紗（線）、蠶絲紗（線）紡製、韌性植物纖維處理、紙紗等製造。
C	11	112	1121	棉、毛梭織布業	從事以棉紗、羊毛紗、其他動物毛紗為主要原料，在梭織機上以經紗（絲）與緯紗（絲）垂直交錯方式織造布疋之行業。
C	11	112	1122	人造纖維梭織布業	從事以人造纖維紗（絲）為主要原料，在梭織機上以經紗（絲）與緯紗（絲）垂直交錯方式織造布疋之行業。
C	11	112	1123	玻璃纖維梭織布業	從事以玻璃纖維紗（絲）為主要原料，在梭織機上以經紗（絲）與緯紗（絲）垂直交錯方式織造布疋之行業。
C	11	112	1124	針織布業	從事以經編、圓編或橫編織造布疋之行業。針織之仿毛皮製造亦歸入本類。
C	11	112	1129	其他織布業	從事1121至1124細類以外材質之紗（絲）為原料織造布疋之行業，如麻梭織物、蠶絲梭織物、韌性植物纖維梭織物、圈絨梭織物、毛絨花紗梭織物、毛巾織物、編織之仿毛皮等製造。
C	11	113	1130	不織布業	從事以天然纖維及人造纖維經膠合、針軋、水軋、熱融、紡黏及融噴等方法製成織品之行業。
C	11	114	1140	印染整理業	從事纖維、紗線、布疋、成衣、織帶、拉鍊、繩網等漂白、染色、整理及塗佈之行業。在紡織品或成衣上絹印亦歸入本類。
C	11	115	1151	紡織製成品製造業	從事各種紡織材料之紡織製成品製造之行業，如毛毯、床單、桌巾、毛巾、浴巾、被褥、枕頭、睡袋、窗簾、床罩、地毯及墊子等製造。帳篷、船帆、遮陽篷、救生衣及降落傘之製造亦歸入本類。
C	11	115	1152	繩、纜、網製造業	從事棉、麻、絲、棕櫚等纖維，或人造纖維、紙、草、蔓及塑膠等編製繩、纜、網之行業，如繩、纜、漁網、裝貨吊索、配有金屬環之繩或巨纜等製造。
C	11	115	1159	其他紡織品製造業	從事1151及1152細類以外紡織品製造之行業，如標籤、徽章、鬆緊帶、氈類、花邊、刺繡、畫布、油布及濾布等製造。
C	12	121	1211	梭織外衣製造業	從事以梭織布裁剪、縫製外衣之行業，如梭織外衣、襯衫、制服、運動服裝及布質雨衣等縫製。學校、公司、工廠等各式梭織制服及運動服裝等製造亦歸入本類。
C	12	121	1212	梭織內衣及睡衣製造業	從事以梭織布裁剪、縫製內衣、內褲、睡衣、胸罩及束腹（褲）之行業。
C	12	122	1221	針織外衣製造業	從事利用針織機器織造或以針織布裁剪、縫製外衣之行業，如針織外衣、襯衫、制服、運動服裝及毛線衣（褲）等製造。學校、公司、工廠等各式針織制服及運動服裝等製造亦歸入本類。
C	12	122	1222	針織內衣及睡衣製造業	從事利用針織機器織造或以針織布裁剪、縫製內衣、內褲、睡衣、胸罩及束腹（褲）之行業。
C	12	123	1231	襪類製造業	從事襪類製造之行業。
C	12	123	1232	紡織手套製造業	從事以各種紡織材料為主要原料製造手套之行業。
C	12	123	1233	紡織帽製造業	從事以棉、毛、絲、草為原料製造或編織帽類之行業。氈帽及針織帽之製造或編織亦歸入本類。
C	12	123	1239	其他服飾品製造業	從事1231至1233細類以外服飾品製造之行業，如圍巾、領帶、領結等製造。髮網製造亦歸入本類。
C	13	130	1301	皮革、毛皮整製業	從事皮革、毛皮整製之行業，如皮革、毛皮之鞣製、硝製、染整、梳整、壓花、上漆、上蠟，或以熟製皮革下腳為原料從事磨碎、壓製等製造。
C	13	130	1302	鞋類製造業	從事以各種材料製造鞋類之行業，如皮鞋、橡膠鞋、塑膠鞋及紡織鞋等製造。鞋面、鞋底及鞋跟等組件製造亦歸入本類。
C	13	130	1303	行李箱及手提袋製造業	從事以皮革、仿皮革及其他材料（如塑膠皮布、紡織品、硫化纖維）製造行李箱、手提袋及類似品之行業。
C	13	130	1309	其他皮革、毛皮製品製造業	從事1301至1303細類以外皮革、毛皮及仿皮革製品製造之行業，如皮衣、皮帽、皮手套（非運動用）、皮帶、毛皮手套、非金屬（紡織品、皮革、塑膠）錶帶等製造。
C	14	140	1401	製材業	從事原木之鋸或鉋成製造用材料或半成品之行業，如枕木、電桿木、地板材等鋸製。木材保存處理，如乾燥處理、浸漬防腐處理之行業及設於林地之專業性鋸木廠亦歸入本類。
C	14	140	1402	合板及組合木材製造業	從事合板及組合木材製造之行業，如單板、合板、粒片板及纖維板等製造。合板表面處理等二次加工之行業亦歸入本類。
C	14	140	1403	建築用木製品製造業	從事建築用木製品製造之行業，如樑、椽、門、窗及其框架、樓梯、欄杆、木質串珠狀椽飾及押條、木瓦及屋頂板、拼花地板及地板條、主要材料為木質之預製房屋、活動房屋及木隔板等製造。
C	14	140	1404	木質容器製造業	從事以木質、柳條材料製造容器之行業，如裝貨用之木箱、木盒、木桶、板條箱等製造。
C	14	140	1409	其他木竹製品製造業	從事1401至1404細類以外木竹製品製造之行業，如木製衣架、刷子柄及掃帚柄、雕刻品、珠寶盒、餐具、線軸、捲線筒、鏡框、畫框、鞋楦、傘柄、手杖柄、軟木、軟木製品、辮狀物及編結材料製蓆子、墊子、竹、藤、柳條及編籃製品等製造。
C	15	151	1511	紙漿製造業	從事木材、竹、草、蔗渣、廢布、廢紙、下腳棉花及其他植物纖維製造紙漿之行業。
C	15	151	1512	紙張製造業	從事以紙漿為原料製造紙張之行業，如銅版紙、道林紙、模造紙、新聞紙等製造。
C	15	151	1513	紙板製造業	從事以紙漿為原料製造紙板之行業，如黃紙板、白紙板、瓦楞芯紙、牛皮紙板等製造。
C	15	152	1520	紙容器製造業	從事以紙板、瓦楞紙、浸蠟紙、強力紙等製造密封或通氣之容器、紙袋或紙棧板之行業，如紙杯、紙碟、紙盤、紙盒、紙袋、紙板箱、瓦楞紙箱等製造。
C	15	159	1591	家庭及衛生用紙製造業	從事家庭及衛生用紙製造之行業，如面紙、餐巾紙、衛生紙等製造。衛生棉及紙尿褲等製造亦歸入本類。
C	15	159	1599	未分類其他紙製品製造業	從事1591細類以外其他紙製品製造之行業，如電腦報表紙、複寫紙、信封、郵簡、壁紙、神紙（冥紙）等。
C	16	161	1611	印刷業	從事報紙、書籍、期刊等印刷品印刷之行業。印刷製程包括使用各種方法將影像從印刷版、網版或電腦檔案轉印到紙張、塑膠、金屬、紡織製品或木材等媒介。
C	16	161	1612	印刷輔助業	從事印刷輔助之行業，如排版、印刷相關用版製作、印刷品裝訂及加工等服務。
C	16	162	1620	資料儲存媒體複製業	從事從母帶上將聲音、影像資料複製到磁性或光學媒體之行業，如影音光碟、遊戲光碟、錄音（影）帶等複製。
C	17	170	1700	石油及煤製品製造業	從事以礦產原油、頁岩、瀝青砂等，分餾提煉有機溶劑及瀝青等行業。由煤、天然氣及生質性物質等產製類似分餾物之行業亦歸入本類。
C	18	181	1810	基本化學材料製造業	從事以化合、分解、分餾、蒸發、萃取等物理或化學反應方法產生基本化學原料之行業，如化學元素、無機酸、強鹼等製造。
C	18	182	1820	石油化工原料製造業	從事以石油或天然氣產製石化基本原料及中間產品之行業，如甲醛、乙苯及丙酮等製造。
C	18	183	1830	肥料製造業	從事以化學方法製造化學肥料與土壤改進劑等行業，如氮肥、磷肥、尿素、天然磷酸鹽、天然鉀鹽及硝酸鹽鉀肥等製造。有機肥料之製造亦歸入本類。
C	18	184	1841	合成樹脂及塑膠製造業	從事合成樹脂及塑膠製造之行業，如聚乙烯、聚丙烯、聚苯乙烯、聚氯乙烯、聚醋酸乙烯、酚醛樹脂、環氧樹脂、醇酸樹脂、聚酯樹脂、矽樹脂、離子交換樹脂等製造。
C	18	184	1842	合成橡膠製造業	從事以化學合成方法製造合成橡膠或彈性物質之行業，如橡膠乳液、氟橡膠、矽橡膠等製造。
C	18	185	1850	人造纖維製造業	從事以化學方法製造合成或再生纖維棉及絲之行業，如醋酸纖維、聚酯纖維、嫘縈纖維、硝化纖維、銅銨纖維、尼龍纖維、酪素纖維、聚丙烯纖維、聚丙烯腈（亞克力）纖維、碳纖維及聚氨基甲酸酯（PU）纖維等製造。
C	19	191	1910	農藥及環境用藥製造業	從事農業及環境用藥原體及成品製造之行業，如殺蟲劑、殺蟎劑、殺鼠劑、殺菌劑、除草劑、發芽抑制劑、植物生長調節劑、消毒劑、污染防治用藥、環境用藥微生物製劑等製造。
C	19	192	1920	塗料、染料及顏料製造業	從事塗料、染料及顏料製造之行業。瓷釉、油墨之製造亦歸入本類。
C	19	193	1930	清潔用品製造業	從事清潔洗濯用品製造之行業，如表面活性劑、肥皂、天然甘油、洗衣粉及清潔劑、洗碟劑、衣物柔軟劑、牙膏及口腔衛生製劑等製造。
C	19	194	1940	化粧品製造業	從事芳香及化粧調劑製造之行業，如香水、化粧水、面霜、唇膏、染髮劑、指甲油、洗髮劑、脫毛劑等製造。化粧用香料之製造或萃取亦歸入本類。
C	19	199	1990	其他化學製品製造業	從事191至194小類以外化學製品製造之行業，如火柴、火藥、炸藥、膠水、膠黏劑、抗震劑、閃光劑、墨水及墨汁等製造。橡膠生膠之混煉亦歸入本類。
C	20	200	2001	原料藥製造業	從事人或動物用醫藥品原料製造之行業，包括合成、抽取、醱酵、組織培養等。
C	20	200	2002	西藥製造業	從事人或動物用藥品之加工調製，製成一定劑量及西藥劑型之行業。
C	20	200	2003	生物藥品製造業	從事生物藥品加工調製之行業，如疫苗、菌苗、血清、血漿萃取物等。
C	20	200	2004	中藥製造業	從事人或動物用中藥藥材之加工及其劑型之加工調製之行業。
C	20	200	2005	體外檢驗試劑製造業	從事體外檢驗試劑製造之行業，如血型分類試劑、肝炎檢驗試劑、懷孕檢驗試劑等製造。
C	20	200	2009	其他醫用化學製品製造業	從事2001至2005細類以外醫用化學製品製造之行業，如醫用縫合線、繃帶、消毒紗布、敷料等製造。
C	21	210	2101	輪胎製造業	從事橡膠輪胎及內胎製造或翻新，以及駝背胎面膠製造之行業。
C	21	210	2102	工業用橡膠製品製造業	從事工業用橡膠製品製造之行業，如橡膠輸送帶、橡膠傳動帶、橡膠滾輪、橡膠密封材、防震橡膠、建築用橡膠零配件、車輛用橡膠零配件、機械用橡膠零配件、電機電子用橡膠零配件等製造。
C	21	210	2109	其他橡膠製品製造業	從事2101及2102細類以外橡膠製品製造之行業，如橡膠板、管、橡膠衛生保健用品（如保險套及奶嘴等）、橡膠地板等製造。以橡膠浸漬、塗佈、被覆或積層之紡織品之製造亦歸入本類。
C	22	220	2201	塑膠皮、板、管材製造業	從事塑膠原料加工製造皮、板、管等基本材料之行業，如塑膠布、塑膠合成皮、塑膠板、塑膠管製造。
C	22	220	2202	塑膠膜袋製造業	從事塑膠膜袋吹製、押出之行業，如塑膠多層膜袋、塑膠保鮮膜、塑膠網袋、塑膠捲撕袋、塑膠編織袋、塑膠包裝袋、塑膠夾鏈袋、塑膠手提及購物袋等製造。
C	22	220	2203	工業用塑膠製品製造業	從事工業用塑膠製品製造之行業，如影印機塑膠配件、冰箱內部塑膠配件、家電用品塑膠外殼等製造。
C	22	220	2209	其他塑膠製品製造業	從事2201至2203細類以外塑膠製品製造之行業，如塑膠杯、塑膠碗、塑膠皮製品、塑膠網、塑膠線及保麗龍等製造。
C	23	231	2311	平板玻璃及其製品製造業	從事以矽砂等原料製造板狀玻璃之行業。平板玻璃加工製品亦歸入本類。
C	23	231	2312	玻璃容器製造業	從事以矽砂等原料製造玻璃容器之行業，如玻璃杯、玻璃瓶、玻璃罐等製造。實驗室用、製藥用玻璃器皿製造亦歸入本類。
C	23	231	2313	玻璃纖維製造業	從事以矽砂等原料製造玻璃纖維之行業。玻璃纖維絲、玻璃纖維紗及玻璃纖維紗束等製造亦歸入本類。
C	23	231	2319	其他玻璃及其製品製造業	從事2311至2313細類以外玻璃及其製品製造之行業，如玻璃磚、玻璃馬賽克、玻璃棒或管、電器玻璃（含電燈玻璃外罩）、玻璃擺飾品、鐘錶玻璃、未進行光學加工之光學玻璃元件等製造。
C	23	232	2321	耐火材料製造業	從事耐火材料製造之行業，如耐火泥、耐火磚、坩堝等製造。含有菱鎂礦、白雲石、鉻鐵礦等成份之耐火材料製造亦歸入本類。
C	23	232	2322	黏土建築材料製造業	從事黏土建築材料製造之行業，如陶瓷磚、塊、瓦、煙囪罩、導管等製造。
C	23	232	2323	陶瓷衛浴設備製造業	從事陶瓷衛浴設備製造之行業，如陶瓷馬桶、浴缸、洗手台等製造。
C	23	232	2329	其他陶瓷製品製造業	從事2321至2323細類以外陶瓷製品製造之行業，如陶瓷餐具、陶瓷雕像、陶瓷裝飾品、科學或工業用陶瓷製品、陶瓷家具等製造。
C	23	233	2331	水泥製造業	從事水泥或水泥熟料製造之行業，如卜特蘭水泥、矽質水泥、高鋁水泥、水硬性水泥等製造。
C	23	233	2332	預拌混凝土製造業	從事將水泥、混凝土粒料及摻料（輸氣劑、飛灰、爐渣等），以水充分拌合後供運至工地澆鑄用之行業。
C	23	233	2333	水泥製品製造業	從事水泥、混凝土製品製造之行業，如水泥磚、水泥瓦、混凝土磚、混凝土管、預力混凝土基樁等製造。
C	23	234	2340	石材製品製造業	從事將石材切割、成型及修飾為石材製品之行業，如石碑、石材建築材料、鋪地石板、石材家具等製造。
C	23	239	2391	研磨材料製造業	從事研磨材料製造之行業，如砂紙、砂布、砂輪等製造。
C	23	239	2392	石灰製造業	從事石灰製造之行業，如生石灰、熟石灰及水硬石灰等製造。
C	23	239	2393	石膏製品製造業	從事石膏製品製造之行業，如石膏板、熟石膏及石膏雕像等製造。
C	23	239	2399	未分類其他非金屬礦物製品製造業	從事2391至2393細類以外之其他非金屬礦物製品製造之行業，如滑石粉、石英粉、黏土料、石墨磚、矽酸鈣絕熱材料、石棉製品等製造。以瀝青、石油焦等石油副產品製造土木、建築材料及其他製品亦歸入本類。
C	24	241	2411	鋼鐵冶鍊業	從事礦砂之冶鍊以生產生鐵、合金鐵及直接還原鐵（如海綿鐵、熱鐵塊），或再以生鐵、直接還原鐵、廢鋼或鑄鋼錠精鍊成碳素鋼、合金鋼等行業。
C	24	241	2412	鋼鐵鑄造業	從事以生鐵、廢鐵與合金原料熔融之金屬液澆注至特定鑄模中製成鋼鐵元件之行業，如鐵製半成品、鑄管、鑄鋼件、鑄鐵件等鑄造。
C	24	241	2413	鋼鐵軋延及擠型業	從事以熱軋、冷軋、擠型等方式產製鋼鐵或鋼鐵合金粗製品或基本鋼鐵件之行業，如盤元、鋼軌、型鋼、棒鋼、鋼管、鋼板、鋼捲、鋼帶、鋼片等製造。
C	24	241	2414	鋼鐵伸線業	從事以伸線方式產製鋼鐵或鋼鐵合金粗製品或基本鋼鐵件之行業，如鋼線、鋼纜等製造。
C	24	242	2421	鍊鋁業	從事以鋁礬土鍊製成鋁、商用純鋁精鍊成高純度鋁或鍊製鋁合金之行業。
C	24	242	2422	鋁鑄造業	從事以初生鋁或再生鋁與合金原料熔融之金屬液澆注至特定鑄模中製成鋁元件之行業。
C	24	242	2423	鋁材軋延、擠型、伸線業	從事以軋延、擠型、伸線等方式產製鋁或鋁合金粗製品或基本鋁件之行業，如鋁線、鋁管、鋁條棒、鋁板、鋁片、鋁箔等製造。
C	24	243	2431	鍊銅業	從事以銅礦或廢銅料鍊製成銅錠或精製電解銅及銅合金之行業。
C	24	243	2432	銅鑄造業	從事以銅或銅合金熔融之金屬液澆注至特定鑄模中製成銅元件之行業。
C	24	243	2433	銅材軋延、擠型、伸線業	從事以軋延、擠型、伸線等方式產製銅或銅合金粗製品或基本銅件之行業，如銅線、銅板、銅片、銅箔、銅管、銅棒等製造。
C	24	249	2491	其他基本金屬鑄造業	從事以熔融之金屬液（鋼鐵、鋁、銅除外）澆注至特定鑄模中製成金屬元件之行業。
C	24	249	2499	未分類其他基本金屬製造業	從事2491細類以外之其他基本金屬冶鍊、軋延、擠型、伸線等，以製造其他基本金屬片、皮、箔、管、條、棒及線材等基本製品之行業。
C	25	251	2511	金屬手工具製造業	從事金屬手工具及裝配於手工具或工具機之可互換工具製造之行業，如刀、鋸、螺絲起子、虎頭鉗、扳手、耙、鋤、鑽頭、沖床沖頭、銑刀等製造。鎖具及鑰匙之製造亦歸入本類。
C	25	251	2512	金屬模具製造業	從事金屬模具製造之行業，如鑄造模具、壓鑄模具、沖壓模具、鍛造模具等製造。
C	25	252	2521	金屬結構製造業	從事營造用金屬結構製造之行業，如鋼鐵架、鋼結構、金屬橋段、金屬樑柱、金屬帷牆等製造。
C	25	252	2522	金屬建築組件製造業	從事金屬建築組件製造之行業，如金屬門窗及其框架、金屬欄杆、金屬樓梯、輕鋼架等製造。
C	25	253	2531	鍋爐、金屬貯槽及壓力容器製造業	從事鍋爐、固定裝設於場所單位供貯存或生產等用途之金屬貯槽、壓縮或液化氣體之金屬容器製造之行業。核子反應器及鍋爐附屬裝置，如冷凝器、節煤器、蒸汽收集器、散熱器等製造亦歸入本類。
C	25	253	2539	其他金屬容器製造業	從事2531細類以外金屬容器製造之行業，如金屬桶、罐、箱、筒、盒等製造。
C	25	254	2541	金屬鍛造業	從事以鍛造加工方式製造金屬鍛品之行業，如鋼鐵鍛品、鋁鍛品、銅鍛品、鎂合金鍛品等鍛造。
C	25	254	2542	粉末冶金業	從事金屬粉末衝壓燒結製成元件之行業。
C	25	254	2543	金屬熱處理業	從事以滲碳、滲氮、化學蒸鍍或物理蒸鍍等冶金原理進行金屬及其製品表面處理，或以淬火、退火、回火等方式，並藉溫度、氣體及時間等控制，改善其組織或物理性質之行業。
C	25	254	2544	金屬表面處理業	從事金屬及其製品之表面磨光、電鍍、鍍著、塗覆、烤漆、噴漆、染色、壓花、發藍、上釉及其他化學處理之行業。塑膠製品表面電鍍亦歸入本類。
C	25	254	2549	其他金屬加工處理業	從事2541至2544細類以外金屬加工處理之行業，如裁剪、焊接等加工處理。
C	25	259	2591	螺絲、螺帽及鉚釘製造業	從事有、無螺紋製品之緊固件製造之行業，如梢、釘、鉚釘、螺帽、螺栓、螺絲、螺旋鉤、螺旋圈、墊圈（華司）等製造。
C	25	259	2592	金屬彈簧製造業	從事金屬彈簧製造之行業，如彈片、板彈簧、扭彈簧、盤彈簧、螺旋彈簧等製造。
C	25	259	2593	金屬線製品製造業	從事以金屬線（絲）加工製造製品之行業，如縫針、迴形針、大頭針、釘書針、金屬鉤針、金屬別針、圖釘、金屬髮夾、金屬衣架、刺鐵絲網、鋼鐵鏈等製造。
C	25	259	2599	未分類其他金屬製品製造業	從事2591至2593細類以外之其他金屬製品製造之行業，如金屬餐具、金屬浴缸及臉盆、永久性磁鐵、武器及彈藥、保險箱、瓶蓋、警鐘、徽章等製造。
C	26	261	2611	積體電路製造業	從事晶圓、光罩、記憶體及其他積體電路製造之行業。
C	26	261	2612	分離式元件製造業	從事分離式元件製造之行業，如二極體、電晶體、閘流體、積體電路引腳架、二極體及電晶體專用導線架等製造。
C	26	261	2613	半導體封裝及測試業	從事半導體封裝及測試之行業。
C	26	262	2620	被動電子元件製造業	從事被動電子元件製造之行業，如電子用之電容器、繼電器、電感器、電阻裝置等製造。
C	26	263	2630	印刷電路板製造業	從事印刷電路板製造之行業。印刷電路銅箔基板製造亦歸入本類。
C	26	264	2641	液晶面板及其組件製造業	從事液晶面板及其組件製造之行業，如液晶面板、背光模組、彩色濾光片等製造。
C	26	264	2642	發光二極體製造業	從事發光二極體（LED）製造之行業。
C	26	264	2643	太陽能電池製造業	從事太陽能電池及其模組製造之行業。
C	26	264	2649	其他光電材料及元件製造業	從事2641至2643細類以外光電材料及元件製造之行業，如電漿面板及其組件等製造。
C	26	269	2691	印刷電路板組件製造業	從事印刷電路板組件製造之行業，如主機卡、音效卡、網路卡、視訊卡、控制卡及其他印刷電路板組件製造。
