0111	A4F4
0111	B3B0
0112	A46A
0112	A46A
0112	A470
0112	A5C9
0112	A5CC
0112	AAE1
0112	ACF5
0112	B5AF
0112	B6C2
0112	B8A8
0112	B8BE
0112	BAF1
0112	EB4C
0112	EDF5
0113	A46A
0113	A473
0113	A550
0113	A569
0113	A656
0113	CB7A
0113	A8C8
0113	A940
0113	AA43
0113	AA6F
0113	AAAA
0113	AADB
0113	AAE1
0113	AAE3
0113	AC65
0113	AC76
0113	ACA5
0113	AD4A
0113	AD52
0113	ADB9
0113	ADBB
0113	AEE1
0113	AEE3
0113	AFF5
0113	AFF9
0113	B0A3
0113	D379
0113	B2A2
0113	B2A2
0113	B344
0113	B3BD
0113	B3C1
0113	B4C4
0113	B4D6
0113	B5D2
0113	B6C0
0113	B6C0
0113	B6C0
0113	B752
0113	B7ED
0113	B8AF
0113	BAF1
0113	BB73
0113	E3C9
0113	BEF0
0113	C1A1
0113	C3A3
0114	A46A
0114	A473
0114	A4FB
0114	A556
0114	A5C9
0114	A5CA
0114	A5CC
0114	A5D5
0114	A6CB
0114	A6E8
0114	A8A1
0114	A8A7
0114	A8A7
0114	AAE0
0114	AAE1
0114	AAE3
0114	AAF7
0114	AB43
0114	AB6E
0114	ABA2
0114	AC76
0114	AD4A
0114	AD57
0114	AD58
0114	ADB4
0114	AF7D
0114	AFF3
0114	B0A8
0114	D374
0114	B1D3
0114	B279
0114	B2A2
0114	B2A2
0114	B2F2
0114	B2F3
0114	B5D9
0114	B5E6
0114	B656
0114	BBB6
0114	BDAC
0114	BDB5
0114	BFBB
0114	C1A4
0114	C27C
0114	C4AA
0114	C5DA
0115	A4EC
0115	A4F5
0115	A6CA
0115	A7F5
0115	A7F6
0115	A87E
0115	AA4A
0115	AC55
0115	AC61
0115	AC63
0115	AD4A
0115	ADBB
0115	AEDF
0115	AEE1
0115	AEE7
0115	AFEF
0115	B1F6
0115	B1F9
0115	B4C7
0115	B566
0115	B566
0115	B7A6
0115	B7A8
0115	B7A8
0115	B8B2
0115	BBF1
0115	BDAC
0115	BEF1
0115	C073
0115	C262
0115	C266
0115	C4AB
0116	A4EC
0116	AAF7
0116	AC76
0116	ADB9
0116	ADBB
0116	AFF3
0116	C646
0117	A4C1
0117	ACD6
0117	ACD6
0117	C65B
0117	C65B
0119	A6E6
0119	AE78
0119	AFF3
0119	BAD8
0119	C65B
0121	A6D7
0121	A8C5
0122	A6D7
0122	BAD8
0123	A6D7
0123	B34A
0123	BAD8
0124	A6D7
0124	B34A
0124	BAD8
0129	A4F5
0129	A6CF
0129	A8DF
0129	AAAF
0129	AAB0
0129	AAED
0129	AEDF
0129	AF5D
0129	B0A8
0129	B344
0129	B34C
0129	B3A5
0129	B3C0
0129	B555
0129	B649
0129	B8C1
0129	B9EA
0129	BAF8
0129	BDBD
0129	BFDF
0129	C06B
0129	C246
0129	C35A
0129	C44F
0129	C55B
0129	C5FA
0129	C65B
0129	C66A
0131	A467
0131	AD5D
0131	AF66
0131	B270
0131	B941
0131	B941
0131	B941
0131	B941
0131	B941
0131	B9AB
0132	B941
0132	B941
0132	BD5C
0133	AE61
0133	AE61
0133	AE61
0133	B34A
0133	C364
0139	B941
0139	B941
0139	B941
0210	A6CB
0210	AA4C
0210	AA4C
0210	AA4C
0210	AA4C
0210	AA4C
0210	B4CB
0210	B4CB
0221	A473
0221	A4EC
0221	A4EC
0221	A4EC
0221	A55D
0221	A6CB
0221	BF4E
0221	BF4E
0222	A4A4
0222	A4D1
0222	A5D6
0222	A9F8
0222	AA47
0222	AA51
0222	AD61
0222	AEDA
0222	B0ED
0222	B3A5
0222	B3A5
0222	B3A5
0222	B4D3
0222	BEF0
0222	BEF0
0222	BEF0
0222	BFB9
0222	ECFB
0222	C2CE
0222	C3C3
0222	C4F5
0222	C65B
0311	AA75
0311	AA75
0311	AA75
0311	AA75
0311	AA75
0311	AA75
0311	AA75
0311	AA75
0311	AA75
0311	AAF1
0311	AAF1
0311	AAF1
0311	AAF1
0311	AAF1
0311	AAF1
0311	AAF1
0311	AAF1
0311	AAF1
0311	AAF1
0311	AAF1
0311	ACC0
0311	ACC3
0311	AEFC
0311	B3BD
0311	BBB7
0311	BBB7
0311	BBB7
0311	BBB7
0311	BBB7
0312	A4F4
0312	AA65
0321	AEFC
0321	B24C
0321	B348
0322	A4BA
0322	A8A9
0322	ACF5
0322	AF51
0322	B248
0322	B3BD
0322	B5EC
0322	BDBC
0322	C3C9
0322	C4D0
0322	C5BE
0322	C65B
0322	C673
0500	A5DB
0500	A5DB
0500	AA6F
0600	A46A
0600	A4F5
0600	A4F9
0600	A5BF
0600	A5C8
0600	A5D5
0600	A5DB
0600	A5DB
0600	A677
0600	A8A4
0600	AA4F
0600	AABF
0600	AAE1
0600	ACE2
0600	ACE2
0600	ADB6
0600	B07B
0600	B2A1
0600	B344
